domain_number,unit_id,transect_id,start_year,end_year,moving_year,window,n_years,lrr_m_yr,intercept_m,unc_m_yr,r_squared,p_value,n_obs,first_obs,last_obs,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
1,usa_NC_0032_0025,usa_NC_0032_0025,2016,2020,2016,2016_2020,5,2.1866,20.992,2.0257,0.0545,0.034724,82,2016-01-02,2020-12-29,0.2077,0.3018,1.9789,1.9789,False,False,False,False,False,False,True
1,usa_NC_0032_0025,usa_NC_0032_0025,2015,2020,2015,2015_2020,6,-0.1934,28.233,1.6813,0.0006,0.819797,96,2015-02-07,2020-12-29,0.2077,0.3018,-0.4011,0.4011,False,False,False,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,2014,2020,2014,2014_2020,7,-1.637,35.12,1.3676,0.0482,0.019419,113,2014-01-03,2020-12-29,0.2077,0.3018,-1.8447,1.8447,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2013,2020,2013,2013_2020,8,-2.7728,42.505,1.1271,0.1583,3e-06,128,2013-02-01,2020-12-29,0.2077,0.3018,-2.9805,2.9805,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2012,2020,2012,2012_2020,9,-3.1492,47.624,1.0296,0.2158,0.0,135,2012-01-14,2020-12-29,0.2077,0.3018,-3.3569,3.3569,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2011,2020,2011,2011_2020,10,-3.6018,53.925,0.8268,0.3306,0.0,152,2011-01-03,2020-12-29,0.2077,0.3018,-3.8095,3.8095,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2010,2020,2010,2010_2020,11,-3.9191,59.568,0.7134,0.4177,0.0,166,2010-02-01,2020-12-29,0.2077,0.3018,-4.1268,4.1268,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2009,2020,2009,2009_2020,12,-3.9978,63.626,0.6812,0.4442,0.0,170,2009-03-18,2020-12-29,0.2077,0.3018,-4.2055,4.2055,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2008,2020,2008,2008_2020,13,-4.1035,69.118,0.5546,0.5326,0.0,189,2008-01-27,2020-12-29,0.2077,0.3018,-4.3112,4.3112,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2007,2020,2007,2007_2020,14,-3.6147,68.618,0.5311,0.4764,0.0,200,2007-01-24,2020-12-29,0.2077,0.3018,-3.8224,3.8224,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2006,2020,2006,2006_2020,15,-3.1207,67.063,0.4972,0.4216,0.0,212,2006-02-06,2020-12-29,0.2077,0.3018,-3.3284,3.3284,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2005,2020,2005,2005_2020,16,-2.384,62.252,0.4739,0.3031,0.0,228,2005-01-18,2020-12-29,0.2077,0.3018,-2.5917,2.5917,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2004,2020,2004,2004_2020,17,-2.2157,62.742,0.4288,0.2989,0.0,245,2004-01-08,2020-12-29,0.2077,0.3018,-2.4234,2.4234,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2003,2020,2003,2003_2020,18,-1.9818,62.079,0.4023,0.2703,0.0,256,2003-01-05,2020-12-29,0.2077,0.3018,-2.1895,2.1895,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2002,2020,2002,2002_2020,19,-1.1315,52.97,0.3867,0.1059,0.0,282,2002-01-10,2020-12-29,0.2077,0.3018,-1.3392,1.3392,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2001,2020,2001,2001_2020,20,-0.7664,49.029,0.3541,0.0565,2.7e-05,305,2001-02-08,2020-12-29,0.2077,0.3018,-0.9741,0.9741,False,False,False,False,False,True,False
1,usa_NC_0032_0025,usa_NC_0032_0025,2000,2020,2000,2000_2020,21,0.0245,38.558,0.3482,0.0001,0.890026,336,2000-01-06,2020-12-29,0.2077,0.3018,-0.1832,0.1832,True,True,False,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1999,2020,1999,1999_2020,22,0.348,33.745,0.3379,0.0115,0.043606,355,1999-03-07,2020-12-29,0.2077,0.3018,0.1403,0.1403,True,True,False,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1998,2020,1998,1998_2020,23,0.3916,32.689,0.3254,0.0152,0.018465,364,1998-01-31,2020-12-29,0.2077,0.3018,0.1839,0.1839,True,True,False,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1997,2020,1997,1997_2020,24,0.3551,32.857,0.3181,0.013,0.028772,369,1997-01-12,2020-12-29,0.2077,0.3018,0.1474,0.1474,True,True,False,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2020,1996,1996_2020,25,0.2077,34.958,0.3018,0.0048,0.176868,382,1996-01-26,2020-12-29,0.2077,0.3018,0.0,0.0,True,True,True,True,True,True,True
13,usa_NC_0032_0140,usa_NC_0032_0140,2016,2020,2016,2016_2020,5,7.444,20.261,2.3697,0.3199,0.0,85,2016-01-02,2020-12-29,-0.8119,0.1968,8.2559,8.2559,False,False,False,False,False,False,False
13,usa_NC_0032_0140,usa_NC_0032_0140,2015,2020,2015,2015_2020,6,3.969,26.846,1.9202,0.1465,8.5e-05,100,2015-02-07,2020-12-29,-0.8119,0.1968,4.7809,4.7809,False,False,False,False,False,False,False
13,usa_NC_0032_0140,usa_NC_0032_0140,2014,2020,2014,2014_2020,7,2.0335,31.836,1.5557,0.056,0.010873,115,2014-03-08,2020-12-29,-0.8119,0.1968,2.8454,2.8454,False,False,False,False,False,False,False
13,usa_NC_0032_0140,usa_NC_0032_0140,2013,2020,2013,2013_2020,8,1.9074,30.459,1.2368,0.0683,0.00277,129,2013-03-14,2020-12-29,-0.8119,0.1968,2.7193,2.7193,False,False,False,False,False,False,False
