FID_NC12_2008_buffer_domains,FID_NC12_2008_buffer,BeginMP,EndMP,year,route_name,domain_id,avg_elev_m,source_image,editor,edit_date,notes,BUFF_DIST,ORIG_FID,FID_domains_updated,Coords,domain_id_1,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor_1,edit_date_1,notes_1,hotspot,FID_Transect_Points_1m,ORIG_FID_1,ORIG_LEN,ORIG_SEQ,LineID,elevation_2009
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488222,49,8173.000000000000000,8174,49.000000000000000,1.5752902
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488221,49,8172.000000000000000,8173,49.000000000000000,1.5618604
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488220,49,8171.000000000000000,8172,49.000000000000000,1.5265156
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488219,49,8170.000000000000000,8171,49.000000000000000,1.5460372
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488218,49,8169.000000000000000,8170,49.000000000000000,1.5753200
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488217,49,8168.000000000000000,8169,49.000000000000000,1.5613024
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488216,49,8167.000000000000000,8168,49.000000000000000,1.5424159
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488215,49,8166.000000000000000,8167,49.000000000000000,1.5261137
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488214,49,8165.000000000000000,8166,49.000000000000000,1.5227928
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488213,49,8164.000000000000000,8165,49.000000000000000,1.5481106
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488212,49,8163.000000000000000,8164,49.000000000000000,1.5747045
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488211,49,8162.000000000000000,8163,49.000000000000000,1.5818310
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488210,49,8161.000000000000000,8162,49.000000000000000,1.5839018
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488209,49,8160.000000000000000,8161,49.000000000000000,1.5720981
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488208,49,8159.000000000000000,8160,49.000000000000000,1.5868981
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488207,49,8158.000000000000000,8159,49.000000000000000,1.5864018
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488206,49,8157.000000000000000,8158,49.000000000000000,1.5491790
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488205,49,8156.000000000000000,8157,49.000000000000000,1.5235665
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488204,49,8155.000000000000000,8156,49.000000000000000,1.5260156
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488203,49,8154.000000000000000,8155,49.000000000000000,1.5443161
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488202,49,8153.000000000000000,8154,49.000000000000000,1.5790870
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488201,49,8152.000000000000000,8153,49.000000000000000,1.5786542
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488200,49,8151.000000000000000,8152,49.000000000000000,1.5481068
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488199,49,8150.000000000000000,8151,49.000000000000000,1.5086783
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488198,49,8149.000000000000000,8150,49.000000000000000,1.5385431
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488197,49,8148.000000000000000,8149,49.000000000000000,1.5642877
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488196,49,8147.000000000000000,8148,49.000000000000000,1.5416174
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488195,49,8146.000000000000000,8147,49.000000000000000,1.5154417
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488194,49,8145.000000000000000,8146,49.000000000000000,1.5039926
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488193,49,8144.000000000000000,8145,49.000000000000000,1.4692167
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488192,49,8143.000000000000000,8144,49.000000000000000,1.4689196
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488191,49,8142.000000000000000,8143,49.000000000000000,1.4754122
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488190,49,8141.000000000000000,8142,49.000000000000000,1.5051831
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488189,49,8140.000000000000000,8141,49.000000000000000,1.5295974
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488188,49,8139.000000000000000,8140,49.000000000000000,1.5331620
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488187,49,8138.000000000000000,8139,49.000000000000000,1.5253006
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488186,49,8137.000000000000000,8138,49.000000000000000,1.4810399
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488185,49,8136.000000000000000,8137,49.000000000000000,1.4585255
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488184,49,8135.000000000000000,8136,49.000000000000000,1.4726744
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488183,49,8134.000000000000000,8135,49.000000000000000,1.4596058
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488182,49,8133.000000000000000,8134,49.000000000000000,1.4652495
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488181,49,8132.000000000000000,8133,49.000000000000000,1.5245609
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488180,49,8131.000000000000000,8132,49.000000000000000,1.5515935
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488179,49,8130.000000000000000,8131,49.000000000000000,1.5388989
1,1,0.000000000000000,84.222143000006326,,,,,,,,,4.921250000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,488178,49,8129.000000000000000,8130,49.000000000000000,1.5292357
