domain_number,unit_id,transect_id,start_year,end_year,moving_year,window,n_years,lrr_m_yr,intercept_m,unc_m_yr,r_squared,p_value,n_obs,first_obs,last_obs,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
1,usa_NC_0032_0021,usa_NC_0032_0021,2016,2020,2016,2016_2020,5,3.0945,20.714,1.8813,0.1195,0.001575,81,2016-02-03,2020-12-29,-0.5125,0.2906,3.607,3.607,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2015,2020,2015,2015_2020,6,1.2286,24.977,1.6729,0.0236,0.147981,90,2015-02-15,2020-12-29,-0.5125,0.2906,1.7411,1.7411,False,False,False,False,False,False,True
1,usa_NC_0032_0021,usa_NC_0032_0021,2014,2020,2014,2014_2020,7,-2.1175,39.332,1.4379,0.0751,0.004284,107,2014-01-12,2020-12-29,-0.5125,0.2906,-1.605,1.605,False,False,False,False,False,False,True
1,usa_NC_0032_0021,usa_NC_0032_0021,2013,2020,2013,2013_2020,8,-3.5987,49.25,1.2217,0.2194,0.0,123,2013-02-01,2020-12-29,-0.5125,0.2906,-3.0862,3.0862,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2012,2020,2012,2012_2020,9,-4.4236,57.811,1.1253,0.3192,0.0,131,2012-01-30,2020-12-29,-0.5125,0.2906,-3.9111,3.9111,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2011,2020,2011,2011_2020,10,-4.7934,65.055,0.919,0.4229,0.0,147,2011-01-03,2020-12-29,-0.5125,0.2906,-4.2809,4.2809,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2010,2020,2010,2010_2020,11,-4.7532,69.145,0.7667,0.4821,0.0,163,2010-02-01,2020-12-29,-0.5125,0.2906,-4.2407,4.2407,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2009,2020,2009,2009_2020,12,-4.8504,74.092,0.7139,0.5187,0.0,169,2009-03-18,2020-12-29,-0.5125,0.2906,-4.3379,4.3379,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2008,2020,2008,2008_2020,13,-4.5389,76.866,0.5722,0.567,0.0,189,2008-01-27,2020-12-29,-0.5125,0.2906,-4.0264,4.0264,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2007,2020,2007,2007_2020,14,-4.303,79.18,0.5398,0.559,0.0,197,2007-01-24,2020-12-29,-0.5125,0.2906,-3.7905,3.7905,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2006,2020,2006,2006_2020,15,-3.7436,77.629,0.524,0.4906,0.0,208,2006-02-06,2020-12-29,-0.5125,0.2906,-3.2311,3.2311,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2005,2020,2005,2005_2020,16,-3.1112,74.633,0.4958,0.4112,0.0,221,2005-01-18,2020-12-29,-0.5125,0.2906,-2.5987,2.5987,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2004,2020,2004,2004_2020,17,-2.7509,73.614,0.4374,0.392,0.0,240,2004-01-08,2020-12-29,-0.5125,0.2906,-2.2384,2.2384,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2003,2020,2003,2003_2020,18,-2.6241,74.814,0.3985,0.4003,0.0,254,2003-01-05,2020-12-29,-0.5125,0.2906,-2.1116,2.1116,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2002,2020,2002,2002_2020,19,-1.8237,66.99,0.387,0.2371,0.0,279,2002-01-10,2020-12-29,-0.5125,0.2906,-1.3112,1.3112,False,False,False,False,False,False,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2001,2020,2001,2001_2020,20,-1.3162,61.808,0.3658,0.1432,0.0,302,2001-01-31,2020-12-29,-0.5125,0.2906,-0.8037,0.8037,False,False,False,True,False,True,False
1,usa_NC_0032_0021,usa_NC_0032_0021,2000,2020,2000,2000_2020,21,-0.6778,54.095,0.3455,0.0432,0.000137,332,2000-01-06,2020-12-29,-0.5125,0.2906,-0.1653,0.1653,True,True,False,True,True,True,True
1,usa_NC_0032_0021,usa_NC_0032_0021,1999,2020,1999,1999_2020,22,-0.4712,51.61,0.3249,0.0228,0.004597,351,1999-03-07,2020-12-29,-0.5125,0.2906,0.0413,0.0413,True,True,True,True,True,True,True
1,usa_NC_0032_0021,usa_NC_0032_0021,1998,2020,1998,1998_2020,23,-0.4162,51.279,0.3126,0.0188,0.009206,360,1998-01-31,2020-12-29,-0.5125,0.2906,0.0963,0.0963,True,True,True,True,True,True,True
1,usa_NC_0032_0021,usa_NC_0032_0021,1997,2020,1997,1997_2020,24,-0.4329,51.981,0.3066,0.0209,0.005779,364,1997-01-12,2020-12-29,-0.5125,0.2906,0.0796,0.0796,True,True,True,True,True,True,True
1,usa_NC_0032_0021,usa_NC_0032_0021,1996,2020,1996,1996_2020,25,-0.5125,53.707,0.2906,0.0312,0.000585,376,1996-01-26,2020-12-29,-0.5125,0.2906,0.0,0.0,True,True,True,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,2016,2020,2016,2016_2020,5,2.3051,20.896,1.7897,0.0741,0.012232,84,2016-01-02,2020-12-29,-0.3295,0.2921,2.6346,2.6346,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2015,2020,2015,2015_2020,6,0.1252,27.209,1.6071,0.0003,0.877372,95,2015-02-15,2020-12-29,-0.3295,0.2921,0.4547,0.4547,False,False,False,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,2014,2020,2014,2014_2020,7,-2.229,37.918,1.3033,0.0946,0.000974,112,2014-01-12,2020-12-29,-0.3295,0.2921,-1.8995,1.8995,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2013,2020,2013,2013_2020,8,-3.3853,46.111,1.0924,0.2299,0.0,128,2013-02-01,2020-12-29,-0.3295,0.2921,-3.0558,3.0558,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2012,2020,2012,2012_2020,9,-4.379,55.56,1.0475,0.3378,0.0,136,2012-01-14,2020-12-29,-0.3295,0.2921,-4.0495,4.0495,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2011,2020,2011,2011_2020,10,-4.6822,62.107,0.8699,0.4299,0.0,152,2011-01-03,2020-12-29,-0.3295,0.2921,-4.3527,4.3527,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2010,2020,2010,2010_2020,11,-4.6765,66.356,0.7295,0.4911,0.0,168,2010-02-01,2020-12-29,-0.3295,0.2921,-4.347,4.347,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2009,2020,2009,2009_2020,12,-4.7526,71.063,0.6709,0.5305,0.0,175,2009-03-18,2020-12-29,-0.3295,0.2921,-4.4231,4.4231,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2008,2020,2008,2008_2020,13,-4.5426,74.639,0.5422,0.5846,0.0,196,2008-01-27,2020-12-29,-0.3295,0.2921,-4.2131,4.2131,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2007,2020,2007,2007_2020,14,-4.1522,75.502,0.5105,0.5576,0.0,206,2007-01-24,2020-12-29,-0.3295,0.2921,-3.8227,3.8227,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2006,2020,2006,2006_2020,15,-3.6667,74.586,0.4966,0.4963,0.0,217,2006-02-06,2020-12-29,-0.3295,0.2921,-3.3372,3.3372,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2005,2020,2005,2005_2020,16,-3.0012,71.18,0.4737,0.405,0.0,231,2005-01-18,2020-12-29,-0.3295,0.2921,-2.6717,2.6717,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2004,2020,2004,2004_2020,17,-2.6994,70.753,0.4199,0.3936,0.0,249,2004-01-08,2020-12-29,-0.3295,0.2921,-2.3699,2.3699,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2003,2020,2003,2003_2020,18,-2.5366,71.466,0.3891,0.3889,0.0,261,2003-01-05,2020-12-29,-0.3295,0.2921,-2.2071,2.2071,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2002,2020,2002,2002_2020,19,-1.715,63.316,0.3826,0.2151,0.0,286,2002-01-10,2020-12-29,-0.3295,0.2921,-1.3855,1.3855,False,False,False,False,False,False,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2001,2020,2001,2001_2020,20,-1.2173,58.166,0.3578,0.1274,0.0,309,2001-01-31,2020-12-29,-0.3295,0.2921,-0.8878,0.8878,False,False,False,False,False,True,False
1,usa_NC_0032_0022,usa_NC_0032_0022,2000,2020,2000,2000_2020,21,-0.4978,49.191,0.3463,0.0232,0.004963,339,2000-01-06,2020-12-29,-0.3295,0.2921,-0.1683,0.1683,True,True,False,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,1999,2020,1999,1999_2020,22,-0.2613,46.11,0.3271,0.0069,0.117038,358,1999-03-07,2020-12-29,-0.3295,0.2921,0.0682,0.0682,True,True,False,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,1998,2020,1998,1998_2020,23,-0.2197,45.754,0.3143,0.0052,0.170063,367,1998-01-31,2020-12-29,-0.3295,0.2921,0.1098,0.1098,True,True,False,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,1997,2020,1997,1997_2020,24,-0.2526,46.509,0.3087,0.007,0.108423,371,1997-01-12,2020-12-29,-0.3295,0.2921,0.0769,0.0769,True,True,False,True,True,True,True
1,usa_NC_0032_0022,usa_NC_0032_0022,1996,2020,1996,1996_2020,25,-0.3295,48.022,0.2921,0.0127,0.027173,383,1996-01-26,2020-12-29,-0.3295,0.2921,0.0,0.0,True,True,True,True,True,True,True
1,usa_NC_0032_0023,usa_NC_0032_0023,2016,2020,2016,2016_2020,5,2.2438,25.413,1.8778,0.0645,0.019779,84,2016-01-02,2020-12-29,-0.2187,0.3049,2.4625,2.4625,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2015,2020,2015,2015_2020,6,0.2448,31.136,1.6052,0.001,0.762709,95,2015-02-07,2020-12-29,-0.2187,0.3049,0.4635,0.4635,False,False,False,True,True,True,True
1,usa_NC_0032_0023,usa_NC_0032_0023,2014,2020,2014,2014_2020,7,-1.9911,41.213,1.319,0.0752,0.003426,112,2014-01-12,2020-12-29,-0.2187,0.3049,-1.7724,1.7724,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2013,2020,2013,2013_2020,8,-3.2087,49.503,1.1217,0.2068,0.0,125,2013-02-01,2020-12-29,-0.2187,0.3049,-2.99,2.99,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2012,2020,2012,2012_2020,9,-3.448,53.63,1.0605,0.2458,0.0,129,2012-03-27,2020-12-29,-0.2187,0.3049,-3.2293,3.2293,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2011,2020,2011,2011_2020,10,-4.2137,63.096,0.8609,0.399,0.0,143,2011-01-03,2020-12-29,-0.2187,0.3049,-3.995,3.995,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2010,2020,2010,2010_2020,11,-4.4307,68.582,0.715,0.4883,0.0,159,2010-02-01,2020-12-29,-0.2187,0.3049,-4.212,4.212,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2009,2020,2009,2009_2020,12,-4.4985,73.015,0.6697,0.5206,0.0,164,2009-03-18,2020-12-29,-0.2187,0.3049,-4.2798,4.2798,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2008,2020,2008,2008_2020,13,-4.5526,78.643,0.53,0.6095,0.0,186,2008-01-27,2020-12-29,-0.2187,0.3049,-4.3339,4.3339,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2007,2020,2007,2007_2020,14,-4.0408,78.291,0.51,0.5573,0.0,196,2007-01-24,2020-12-29,-0.2187,0.3049,-3.8221,3.8221,False,False,False,False,False,False,False
1,usa_NC_0032_0023,usa_NC_0032_0023,2006,2020,2006,2006_2020,15,-3.5103,76.74,0.4959,0.486,0.0,208,2006-02-06,2020-12-29,-0.2187,0.3049,-3.2916,3.2916,False,False,False,False,False,False,False
