6.0318,139.96,1.9779,0.62991,11.712,-0.333,0.82693
2.8853,23.19,0.7856,0.20246,8.8322,-0.29362,0.18528
2.2982,22.618,0.5899,0.20612,6.1044,-0.15703,0.2196
2.9501,14.649,0.26116,0.18904,6.9326,-0.62375,-0.21531
2.1996,24.86,0.44522,0.11186,6.3256,-0.2149,0.069827
2.0927,18.438,1.2925,0.15381,9.9147,0.30055,0.71864
2.5226,10.544,0.46455,0.18863,7.5933,-0.42888,-0.018032
2.4639,20.322,0.65318,0.2694,9.8606,-0.52076,0.033834
3.3217,34.341,1.0651,0.36754,8.6357,-0.22221,0.43534
3.6092,130.61,1.711,1.106,9.2051,-0.417,1.0113
2.1815,25.901,1.3453,0.14306,9.2609,0.40289,0.79798
2.8391,50.991,1.1753,0.31621,6.6976,0.19953,0.72369
2.3713,19.509,1.0079,0.21375,6.3478,0.22287,0.61674
2.828,14.282,0.69985,0.1497,6.7391,-0.11214,0.24637
2.2899,12.616,0.84303,0.095031,5.938,0.22287,0.48347
2.427,15.8,0.29028,0.11453,5.7103,-0.34414,-0.065686
2.8752,28.051,1.0513,0.10685,8.4097,0.11112,0.48072
2.5429,14.044,1.377,0.22573,9.076,0.30542,0.79783
2.2001,9.3317,0.76964,0.041534,6.0978,0.19953,0.40772
3.3391,34.458,0.97276,0.26811,10.229,-0.38771,0.22481
2.0524,14.842,1.0659,0.12278,6.3428,0.41203,0.70225
2.314,19.645,1.3479,0.28435,8.5108,0.30694,0.82985
3.327,11.366,0.88419,0.22241,6.3106,-0.010895,0.42361
2.8051,26.661,0.52484,0.12167,6.0829,-0.19222,0.11717
4.2675,15.773,0.88698,0.35537,7.9954,-0.43364,0.22607
2.6216,44.046,0.94297,0.12355,9.1777,-0.049001,0.34836
2.4852,14.701,1.2953,0.18383,7.4978,0.42067,0.8223
4.6784,46.802,1.0952,0.18785,9.3828,-0.27871,0.28309
2.4262,18.336,1.321,0.24144,7.6748,0.38091,0.84263
2.3107,19.512,1.6282,0.41323,10.295,0.30047,1.002
2.6628,18.625,1.627,0.18961,9.2088,0.55919,1.0257
2.3973,21.464,1.2794,0.13576,6.4741,0.55782,0.87829
