2.4026,10.647,1.052,0.12099,7.667,0.42965,0.6066
2.7742,13.878,1.0083,0.22207,6.9824,0.29561,0.57245
2.6457,28.191,0.92664,0.067957,7.3363,0.35526,0.47942
3.6018,36.062,1.3181,0.31266,7.3278,0.41871,0.79687
2.3823,10.846,0.27914,0.072797,7.1813,-0.26128,-0.13628
3.1309,19.668,0.95341,0.25725,9.95,-0.046588,0.29357
4.3385,34.505,0.81088,0.46677,9.0442,-0.45063,0.10485
2.876,12.274,0.96311,0.063489,8.5386,0.28873,0.42041
2.7525,20.867,0.26864,0.17686,7.3874,-0.42528,-0.1907
3.9671,33.241,0.90643,0.45028,8.7725,-0.28099,0.25158
2.965,23.185,1.1707,0.24226,9.7298,0.2216,0.54276
3.6542,24.241,0.66261,0.26795,11.176,-0.50661,-0.13805
2.6722,18.598,0.57085,0.13604,7.9571,-0.11395,0.08335
2.5937,17.74,1.1542,0.2385,8.0161,0.37111,0.6704
3.7937,25.643,1.1664,0.73609,11.064,-0.47882,0.35876
3.2066,33.034,0.70726,0.23893,10.586,-0.33139,-0.0031817
3.424,59.173,1.3588,0.83891,9.2366,-0.20116,0.71825
2.3055,11.82,0.32507,0.088391,8.4522,-0.30474,-0.15591
3.4257,28.436,1.7208,0.45601,11.548,0.36303,0.91971
6.5624,40.592,1.1541,0.28109,8.756,-0.073307,0.31342
3.051,13.639,0.68599,0.43016,7.3507,-0.28584,0.20479
3.062,34.769,0.81359,0.30538,9.1714,-0.16885,0.21211
3.4347,14.381,1.0875,0.32762,7.7594,0.15325,0.54859
2.229,12.523,0.39537,0.034091,8.912,-0.20004,-0.10329
2.512,50.132,0.56854,0.13649,9.47,-0.20116,0.0060206
2.3518,10.518,-0.11808,0.0095207,6.7534,-0.56453,-0.50623
2.9587,25.77,0.77623,0.19637,10.397,-0.17463,0.10597
7.0645,15.519,1.707,0.66568,11.373,-0.23391,0.57412
2.7384,23.475,1.1645,0.23821,7.5965,0.39593,0.69334
7.2431,112,2.8348,1.1183,17.949,-0.3214,1.0244
3.2411,18.999,0.42518,0.17768,9.4976,-0.47386,-0.21565
4.4158,15.287,0.73537,0.29746,9.9152,-0.4411,-0.045509
3.0243,9.3884,1.2671,0.37284,6.9838,0.38183,0.81187
3.1403,41.088,0.97043,0.50595,9.6726,-0.25864,0.32803
4.2929,30.059,0.77336,0.34506,9.7881,-0.42728,0.013292
5.2302,30.917,3.0321,0.81031,18.264,0.45969,1.4667
3.1837,46.104,0.59045,0.2515,11.846,-0.5528,-0.20176
3.3244,16.706,0.57704,0.33327,8.7937,-0.43265,-0.023868
3.1998,36.334,1.0924,0.58125,9.0956,-0.17527,0.4826
2.5645,28.539,1.288,0.1849,10.835,0.37111,0.63773
2.8039,11.48,0.23398,0.1285,7.7522,-0.44216,-0.25253
3.338,21.052,0.75822,0.45083,8.9855,-0.3852,0.14295
3.1112,14.061,0.88944,0.4277,10.262,-0.30188,0.21106
3.4783,12.571,0.62328,0.28163,8.7883,-0.34983,0.0089874
3.6931,66.862,1.3273,0.32781,12.938,-0.049444,0.39546
2.7777,22.482,1.7166,0.55642,8.4521,0.56588,1.1886
2.3238,10.773,0.78128,0.077747,6.1778,0.30622,0.42832
4.0944,22.25,1.1697,0.17692,8.0429,0.30622,0.55979
2.8851,24.413,0.62036,0.31779,8.5055,-0.30692,0.078913
2.6999,18.89,0.60028,0.13711,8.7216,-0.14141,0.063186
2.5885,44.064,0.39369,0.089354,7.668,-0.21613,-0.068676
2.6312,21.431,0.40422,0.3347,7.3085,-0.43062,-0.040086
3.1654,24.757,1.6366,0.36941,9.8745,0.52602,0.97816
2.4722,19.173,0.05178,0.10165,7.5819,-0.5528,-0.39501
5.4246,56.569,2.0453,0.60812,14.05,0.056618,0.81885
