domain_number,unit_id,transect_id,start_year,end_year,moving_year,window,n_years,lrr_m_yr,intercept_m,unc_m_yr,r_squared,p_value,n_obs,first_obs,last_obs,ref_lrr_m_yr,ref_unc_m_yr,diff_m_yr,abs_diff_m_yr,in_ci,in_abs,in_rel,in_ci3x,in_abs50,in_abs100,in_overlap
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2000,2000,1996_2000,5,-10.635,54.109,1.861,0.6334,0.0,77,1996-01-26,2000-12-30,2.7908,0.3518,-13.4258,13.4258,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2001,2001,1996_2001,6,-4.9714,42.065,2.1652,0.1748,1.5e-05,100,1996-01-26,2001-11-08,2.7908,0.3518,-7.7622,7.7622,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2002,2002,1996_2002,7,-2.1922,34.339,1.7924,0.0451,0.016938,126,1996-01-26,2002-12-29,2.7908,0.3518,-4.983,4.983,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2003,2003,1996_2003,8,-0.3562,28.435,1.6623,0.0013,0.672419,137,1996-01-26,2003-12-31,2.7908,0.3518,-3.147,3.147,False,False,False,False,False,False,False
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2004,2004,1996_2004,9,2.0017,20.263,1.5062,0.0434,0.009535,154,1996-01-26,2004-12-17,2.7908,0.3518,-0.7891,0.7891,False,False,False,True,False,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2005,2005,1996_2005,10,2.0918,19.925,1.2491,0.0611,0.001156,170,1996-01-26,2005-12-12,2.7908,0.3518,-0.699,0.699,False,False,False,True,False,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2006,2006,1996_2006,11,2.4444,18.451,1.0868,0.0986,1.6e-05,182,1996-01-26,2006-12-15,2.7908,0.3518,-0.3464,0.3464,True,False,True,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2007,2007,1996_2007,12,2.6656,17.444,0.9628,0.135,0.0,193,1996-01-26,2007-12-18,2.7908,0.3518,-0.1252,0.1252,True,True,True,True,True,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2008,2008,1996_2008,13,3.4983,13.592,0.8061,0.2584,0.0,212,1996-01-26,2008-11-26,2.7908,0.3518,0.7075,0.7075,False,False,False,True,False,True,True
1,usa_NC_0032_0025,usa_NC_0032_0025,1996,2009,2009,1996_2009,14,3.5682,13.251,0.7733,0.2788,0.0,216,1996-01-26,2009-12-07,2.7908,0.3518,0.7774,0.7774,False,False,False,True,False,True,True
