LineID,Shape_Length,OBJECTID,Join_Count,TARGET_FID,Coords,domain_id,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor,edit_date,notes,hotspot,Shape_Length_1
1.000000000000000,10000.000000000000000,1,0,1,,,,,,,,,,,,,,,,,,,,10000.000000000000000
2.000000000000000,10000.000000000000000,2,0,2,,,,,,,,,,,,,,,,,,,,10000.000000000000000
3.000000000000000,10000.000000000000000,3,0,3,,,,,,,,,,,,,,,,,,,,10000.000000000000000
4.000000000000000,10000.000000000000000,4,0,4,,,,,,,,,,,,,,,,,,,,10000.000000000000000
5.000000000000000,10000.000000000000000,5,0,5,,,,,,,,,,,,,,,,,,,,10000.000000000000000
6.000000000000000,10000.000000000000000,6,0,6,,,,,,,,,,,,,,,,,,,,10000.000000000000000
7.000000000000000,10000.000000000000000,7,0,7,,,,,,,,,,,,,,,,,,,,10000.000000000000000
8.000000000000000,10000.000000000000000,8,0,8,,,,,,,,,,,,,,,,,,,,10000.000000000000000
9.000000000000000,10000.000000000000000,9,0,9,,,,,,,,,,,,,,,,,,,,10000.000000000000000
10.000000000000000,10000.000000000000000,10,0,10,,,,,,,,,,,,,,,,,,,,10000.000000000000000
11.000000000000000,10000.000000000000000,11,0,11,,,,,,,,,,,,,,,,,,,,10000.000000000000000
12.000000000000000,10000.000000000000000,12,1,12,3899029,1,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000
13.000000000000000,10000.000000000000000,13,1,13,3899029,1,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000
14.000000000000000,10000.000000000000000,14,1,14,3899029,1,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,10000.000000000000000
